filename,left_x,left_y,right_x,right_y
frame_0_00_01_033333.jpg,290,316,468,325
frame_0_00_01_066667.jpg,294,313,472,324
frame_0_00_01_100000.jpg,296,312,476,325
frame_0_00_01_133333.jpg,296,313,476,324
frame_0_00_01_166667.jpg,297,313,477,325
frame_0_00_01_200000.jpg,296,313,477,324
frame_0_00_01_233333.jpg,297,313,477,324
frame_0_00_01_266667.jpg,297,312,477,322
frame_0_00_01_300000.jpg,297,313,478,321
frame_0_00_01_333333.jpg,301,313,478,322
frame_0_00_01_366667.jpg,304,312,484,324
frame_0_00_01_400000.jpg,306,310,486,322
frame_0_00_01_433333.jpg,306,312,487,322
frame_0_00_01_466667.jpg,308,312,486,324
frame_0_00_01_500000.jpg,306,312,487,321
frame_0_00_01_533333.jpg,309,312,488,321
frame_0_00_01_566667.jpg,310,309,488,321
frame_0_00_01_600000.jpg,313,309,489,322
frame_0_00_01_633333.jpg,312,310,489,321
frame_0_00_01_666667.jpg,310,310,490,322
frame_0_00_01_900000.jpg,315,310,494,322
frame_0_00_01_933333.jpg,316,310,496,322
frame_0_00_01_966667.jpg,316,310,495,321
frame_0_00_02.jpg,318,310,496,322
frame_0_00_02_033333.jpg,318,312,496,322
frame_0_00_02_566667.jpg,313,310,493,321
frame_0_00_02_600000.jpg,309,309,487,319
frame_0_00_02_633333.jpg,308,308,488,320
frame_0_00_02_666667.jpg,308,309,487,320
frame_0_00_02_700000.jpg,306,310,486,321
frame_0_00_02_733333.jpg,306,310,486,322
frame_0_00_02_766667.jpg,306,309,483,321
frame_0_00_02_800000.jpg,308,309,486,319
frame_0_00_02_833333.jpg,307,309,484,321
frame_0_00_02_866667.jpg,306,309,483,320
frame_0_00_02_900000.jpg,306,309,483,320
frame_0_00_02_933333.jpg,304,309,483,321
frame_0_00_02_966667.jpg,306,309,482,322
frame_0_00_03.jpg,303,308,481,321
frame_0_00_03_033333.jpg,296,309,477,321
frame_0_00_03_066667.jpg,294,308,475,318
frame_0_00_03_100000.jpg,295,309,472,319
frame_0_00_03_133333.jpg,294,308,471,319
frame_0_00_03_166667.jpg,294,308,471,320
frame_0_00_03_200000.jpg,292,308,472,318
frame_0_00_03_233333.jpg,294,308,472,318
frame_0_00_03_266667.jpg,288,307,466,318
frame_0_00_03_300000.jpg,285,307,462,318
frame_0_00_03_333333.jpg,280,307,459,318
frame_0_00_03_366667.jpg,279,308,459,318
frame_0_00_03_400000.jpg,277,308,458,318
frame_0_00_03_433333.jpg,279,307,458,316
frame_0_00_03_466667.jpg,279,307,458,319
frame_0_00_03_500000.jpg,278,307,457,319
frame_0_00_03_533333.jpg,277,307,458,318
frame_0_00_03_566667.jpg,279,307,458,318
frame_0_00_03_600000.jpg,279,308,458,320
frame_0_00_03_633333.jpg,279,308,458,319
frame_0_00_03_666667.jpg,277,309,458,318
frame_0_00_03_700000.jpg,279,309,457,318
frame_0_00_03_733333.jpg,278,308,457,319
frame_0_00_03_766667.jpg,278,308,457,319
frame_0_00_03_800000.jpg,278,309,456,318
frame_0_00_03_833333.jpg,278,309,456,319
frame_0_00_03_866667.jpg,276,308,456,320
frame_0_00_03_900000.jpg,277,308,456,318
frame_0_00_03_933333.jpg,276,309,454,320
frame_0_00_03_966667.jpg,277,309,454,319
frame_0_00_04.jpg,278,309,454,319
frame_0_00_04_033333.jpg,278,309,456,319
frame_0_00_04_066667.jpg,277,309,456,319
frame_0_00_04_100000.jpg,277,308,457,320
frame_0_00_04_966667.jpg,462,322,280,309
frame_0_00_05.jpg,290,308,468,320
frame_0_00_05_033333.jpg,300,310,478,321
frame_0_00_05_066667.jpg,303,310,481,320
frame_0_00_05_100000.jpg,306,310,486,322
frame_0_00_05_133333.jpg,308,310,487,322
frame_0_00_05_166667.jpg,307,309,487,320
frame_0_00_05_200000.jpg,307,309,487,319
frame_0_00_05_233333.jpg,308,308,488,320
frame_0_00_05_266667.jpg,308,308,486,320
frame_0_00_05_300000.jpg,303,309,480,321
frame_0_00_05_333333.jpg,297,308,477,319
frame_0_00_05_366667.jpg,297,308,476,320
frame_0_00_05_400000.jpg,298,308,476,320
frame_0_00_05_433333.jpg,298,308,476,321
