filename,left_x,left_y,right_x,right_y
frame_0_00_00.jpg,698,180,764,187
frame_0_00_00_133333.jpg,698,183,766,187
frame_0_00_00_166667.jpg,697,186,764,187
frame_0_00_00_200000.jpg,698,186,763,187
frame_0_00_00_233333.jpg,697,187,765,186
frame_0_00_00_266667.jpg,694,190,762,187
frame_0_00_00_300000.jpg,696,190,760,187
frame_0_00_00_333333.jpg,694,190,760,188
frame_0_00_00_366667.jpg,694,192,760,188
frame_0_00_00_400000.jpg,691,195,756,187
frame_0_00_00_433333.jpg,690,196,756,188
frame_0_00_00_466667.jpg,688,196,754,187
frame_0_00_00_500000.jpg,686,195,753,186
frame_0_00_00_533333.jpg,687,195,753,186
frame_0_00_00_566667.jpg,685,195,752,184
frame_0_00_00_600000.jpg,685,194,750,182
frame_0_00_00_866667.jpg,678,192,740,178
frame_0_00_00_900000.jpg,678,193,740,178
frame_0_00_00_933333.jpg,678,192,741,176
frame_0_00_07_833333.jpg,448,354,549,346
frame_0_00_07_866667.jpg,448,355,548,348
frame_0_00_07_900000.jpg,453,352,556,350
frame_0_00_07_933333.jpg,462,354,564,350
frame_0_00_07_966667.jpg,470,352,571,354
frame_0_00_08.jpg,475,354,574,356
frame_0_00_08_033333.jpg,478,355,583,358
frame_0_00_08_066667.jpg,478,354,584,358
frame_0_00_08_100000.jpg,483,354,588,358
frame_0_00_08_133333.jpg,488,351,591,360
frame_0_00_08_166667.jpg,493,352,596,362
frame_0_00_08_200000.jpg,494,352,598,362
frame_0_00_08_533333.jpg,468,350,566,354
frame_0_00_08_566667.jpg,469,346,567,352
frame_0_00_08_600000.jpg,468,348,568,356
frame_0_00_08_633333.jpg,463,345,560,350
frame_0_00_08_666667.jpg,460,348,556,351
frame_0_00_08_700000.jpg,459,346,555,350
frame_0_00_08_733333.jpg,457,348,554,345
frame_0_00_08_766667.jpg,457,345,553,346
frame_0_00_08_800000.jpg,453,343,548,340
frame_0_00_08_833333.jpg,453,344,549,340
frame_0_00_08_866667.jpg,451,342,548,343
frame_0_00_08_900000.jpg,451,344,548,342
frame_0_00_08_933333.jpg,451,342,546,337
frame_0_00_08_966667.jpg,450,342,546,337
frame_0_00_09.jpg,450,340,543,333
frame_0_00_09_033333.jpg,451,339,542,334
frame_0_00_09_066667.jpg,451,342,543,336
frame_0_00_09_100000.jpg,452,339,543,331
frame_0_00_12_266667.jpg,481,300,594,292
frame_0_00_12_300000.jpg,480,300,592,291
frame_0_00_12_333333.jpg,480,300,591,292
frame_0_00_12_366667.jpg,476,297,589,291
frame_0_00_12_400000.jpg,469,296,582,290
frame_0_00_12_433333.jpg,469,297,582,290
frame_0_00_12_466667.jpg,464,295,576,288
frame_0_00_12_500000.jpg,462,292,576,288
frame_0_00_12_533333.jpg,463,294,574,288
frame_0_00_12_566667.jpg,460,290,573,284
frame_0_00_12_600000.jpg,452,288,562,283
frame_0_00_12_633333.jpg,453,286,564,282
frame_0_00_12_666667.jpg,442,289,555,282
frame_0_00_12_700000.jpg,442,289,553,283
frame_0_00_12_733333.jpg,442,290,554,284
frame_0_00_12_766667.jpg,436,294,546,290
frame_0_00_12_800000.jpg,434,294,546,289
frame_0_00_12_833333.jpg,433,298,541,294
frame_0_00_12_866667.jpg,432,296,543,292
frame_0_00_12_900000.jpg,426,302,537,297
frame_0_00_12_933333.jpg,428,301,538,298
frame_0_00_12_966667.jpg,426,304,532,300
