filename,left_x,left_y,right_x,right_y
frame_0_00_00_000000.jpg,306,600,473,601
frame_0_00_00_033414.jpg,303,603,470,604
frame_0_00_00_066829.jpg,299,609,469,610
frame_0_00_00_100244.jpg,295,619,467,618
frame_0_00_00_133659.jpg,292,631,464,630
frame_0_00_00_167074.jpg,288,647,462,645
frame_0_00_00_200488.jpg,285,661,461,658
frame_0_00_00_233903.jpg,284,668,460,668
frame_0_00_00_267318.jpg,282,670,460,670
frame_0_00_00_300733.jpg,283,671,459,671
frame_0_00_00_334148.jpg,283,669,457,669
frame_0_00_00_367563.jpg,282,668,457,668
frame_0_00_00_400977.jpg,283,667,458,667
frame_0_00_00_434392.jpg,284,665,458,666
frame_0_00_00_467807.jpg,285,664,459,665
frame_0_00_00_501222.jpg,286,665,459,666
frame_0_00_00_534637.jpg,286,665,460,665
frame_0_00_00_568052.jpg,286,665,460,665
frame_0_00_00_601466.jpg,286,665,461,665
frame_0_00_00_634881.jpg,286,665,461,666
frame_0_00_00_668296.jpg,287,667,462,667
frame_0_00_00_701711.jpg,288,668,463,667
frame_0_00_00_735126.jpg,288,669,463,669
frame_0_00_00_768541.jpg,289,671,464,670
frame_0_00_00_801955.jpg,289,672,464,671
frame_0_00_00_835370.jpg,289,673,465,672
frame_0_00_00_868785.jpg,289,675,465,673
frame_0_00_00_902200.jpg,289,675,465,674
frame_0_00_00_935615.jpg,290,674,465,674
frame_0_00_00_969030.jpg,291,673,467,673
frame_0_00_01_002444.jpg,293,673,469,671
frame_0_00_01_035859.jpg,295,672,471,671
frame_0_00_01_069274.jpg,297,672,472,671
frame_0_00_01_102689.jpg,297,671,473,671
frame_0_00_01_136104.jpg,298,671,474,670
frame_0_00_01_169519.jpg,299,670,475,669
frame_0_00_01_202933.jpg,299,670,475,669
frame_0_00_01_236348.jpg,298,669,474,667
frame_0_00_01_269763.jpg,297,669,473,667
frame_0_00_01_303178.jpg,296,668,473,667
frame_0_00_01_336593.jpg,295,668,472,667
frame_0_00_01_370008.jpg,294,668,471,666
frame_0_00_01_403422.jpg,293,668,470,666
frame_0_00_01_436837.jpg,293,668,469,666
frame_0_00_01_470252.jpg,292,668,468,665
frame_0_00_01_503667.jpg,291,667,467,664
frame_0_00_01_537082.jpg,291,666,467,664
frame_0_00_01_570497.jpg,291,665,467,663
frame_0_00_01_603911.jpg,292,665,467,662
frame_0_00_01_637326.jpg,284,678,473,673
frame_0_00_01_670741.jpg,282,676,480,676
frame_0_00_01_704156.jpg,298,664,475,665
frame_0_00_01_737571.jpg,299,662,475,663
frame_0_00_01_770986.jpg,300,661,476,661
frame_0_00_01_804400.jpg,300,662,476,661
frame_0_00_01_837815.jpg,301,662,477,662
frame_0_00_01_871230.jpg,301,663,476,662
frame_0_00_01_904645.jpg,301,663,477,663
frame_0_00_01_938060.jpg,302,664,477,664
frame_0_00_01_971475.jpg,303,665,479,665
frame_0_00_02_004889.jpg,303,665,480,666
frame_0_00_02_038304.jpg,304,666,480,667
frame_0_00_02_071719.jpg,304,667,480,667
frame_0_00_02_105134.jpg,303,667,479,667
frame_0_00_02_138549.jpg,302,666,479,666
frame_0_00_02_171964.jpg,302,666,478,666
frame_0_00_02_205378.jpg,301,666,478,665
frame_0_00_02_238793.jpg,301,666,478,665
frame_0_00_02_272208.jpg,302,666,478,666
frame_0_00_02_305623.jpg,302,666,478,666
frame_0_00_02_339038.jpg,303,666,479,666
frame_0_00_02_372453.jpg,303,665,480,665
frame_0_00_02_405867.jpg,304,665,480,666
frame_0_00_02_439282.jpg,304,665,480,666
frame_0_00_02_472697.jpg,304,666,480,666
frame_0_00_02_506112.jpg,304,665,480,666
frame_0_00_02_539527.jpg,304,666,480,666
frame_0_00_02_572942.jpg,303,665,480,665
frame_0_00_02_606356.jpg,303,665,480,665
frame_0_00_02_639771.jpg,303,665,479,666
frame_0_00_02_673186.jpg,303,666,479,666
frame_0_00_02_706601.jpg,303,666,479,666
frame_0_00_02_740016.jpg,303,666,479,666
frame_0_00_02_773431.jpg,303,666,480,666
frame_0_00_02_806845.jpg,303,666,479,667
frame_0_00_02_840260.jpg,303,666,479,667
frame_0_00_02_873675.jpg,302,666,479,668
frame_0_00_02_907090.jpg,303,667,479,667
frame_0_00_02_940505.jpg,302,667,479,668
frame_0_00_02_973920.jpg,302,667,478,667
frame_0_00_03_007334.jpg,301,667,479,667
frame_0_00_03_040749.jpg,301,667,479,667
frame_0_00_03_074164.jpg,301,667,479,667
frame_0_00_03_107579.jpg,302,667,478,667
frame_0_00_03_140994.jpg,302,667,478,667
frame_0_00_03_174409.jpg,302,667,479,667
frame_0_00_03_207823.jpg,302,667,479,667
frame_0_00_03_241238.jpg,302,667,478,667
frame_0_00_03_274653.jpg,301,667,479,667
frame_0_00_03_308068.jpg,302,667,479,667
frame_0_00_03_341483.jpg,301,666,478,666
frame_0_00_03_374898.jpg,301,666,478,666
frame_0_00_03_408312.jpg,301,666,478,666
frame_0_00_03_441727.jpg,301,666,478,666
frame_0_00_03_475142.jpg,300,665,478,666
frame_0_00_03_508557.jpg,301,666,478,666
frame_0_00_03_541972.jpg,301,666,477,666
frame_0_00_03_575387.jpg,301,666,477,666
frame_0_00_03_608801.jpg,300,666,477,666
frame_0_00_03_642216.jpg,300,666,477,666
frame_0_00_03_675631.jpg,300,666,477,666
frame_0_00_03_709046.jpg,300,666,478,666
frame_0_00_03_742461.jpg,300,666,478,666
frame_0_00_03_775876.jpg,301,667,478,666
frame_0_00_03_809290.jpg,301,667,478,666
frame_0_00_03_842705.jpg,302,667,479,666
frame_0_00_03_876120.jpg,302,667,479,666
frame_0_00_03_909535.jpg,302,667,480,666
frame_0_00_03_942950.jpg,303,667,480,666
frame_0_00_03_976365.jpg,303,667,480,667
frame_0_00_04_009779.jpg,302,667,480,667
frame_0_00_04_043194.jpg,303,667,480,667
frame_0_00_04_076609.jpg,303,667,480,667
frame_0_00_04_110024.jpg,303,667,480,667
frame_0_00_04_143439.jpg,303,667,480,667
frame_0_00_04_176854.jpg,303,667,481,667
frame_0_00_04_210268.jpg,303,667,481,667
frame_0_00_04_243683.jpg,303,667,481,667
frame_0_00_04_277098.jpg,304,667,482,667
frame_0_00_04_310513.jpg,304,667,481,667
frame_0_00_04_343928.jpg,304,667,481,667
frame_0_00_04_377343.jpg,304,667,481,667
frame_0_00_04_410757.jpg,305,667,482,667
frame_0_00_04_444172.jpg,305,667,483,667
frame_0_00_04_477587.jpg,305,667,483,667
frame_0_00_04_511002.jpg,305,667,482,667
frame_0_00_04_544417.jpg,305,667,482,667
frame_0_00_04_577832.jpg,305,667,482,667
frame_0_00_04_611246.jpg,304,667,481,667
frame_0_00_04_644661.jpg,304,667,481,667
frame_0_00_04_678076.jpg,304,667,481,667
frame_0_00_04_711491.jpg,304,667,481,667
frame_0_00_04_744906.jpg,303,666,480,667
frame_0_00_04_778321.jpg,303,670,481,671
frame_0_00_04_811735.jpg,294,679,482,678
frame_0_00_04_845150.jpg,301,671,481,672
frame_0_00_04_878565.jpg,303,668,481,671
frame_0_00_04_911980.jpg,302,669,479,671
frame_0_00_04_945395.jpg,303,667,481,670
frame_0_00_04_978810.jpg,303,667,481,669
frame_0_00_05_012224.jpg,304,667,481,668
frame_0_00_05_045639.jpg,293,680,480,680
frame_0_00_05_079054.jpg,288,689,475,687
frame_0_00_05_112469.jpg,281,685,483,684
frame_0_00_05_145884.jpg,303,670,481,673
frame_0_00_05_179299.jpg,304,668,481,668
frame_0_00_05_212713.jpg,303,667,481,668
frame_0_00_05_246128.jpg,304,667,480,666
frame_0_00_05_279543.jpg,303,667,480,667
frame_0_00_05_312958.jpg,303,667,480,666
frame_0_00_05_346373.jpg,303,667,481,667
frame_0_00_05_379788.jpg,303,667,480,666
frame_0_00_05_413202.jpg,303,667,481,667
frame_0_00_05_446617.jpg,303,667,481,667
frame_0_00_05_480032.jpg,304,667,480,667
frame_0_00_05_513447.jpg,303,667,481,667
frame_0_00_05_546862.jpg,303,667,481,666
frame_0_00_05_580277.jpg,303,667,480,667
frame_0_00_05_613691.jpg,303,667,480,666
frame_0_00_05_647106.jpg,303,667,481,667
frame_0_00_05_680521.jpg,303,667,480,667
frame_0_00_05_713936.jpg,303,667,480,666
frame_0_00_05_747351.jpg,303,667,480,667
frame_0_00_05_780766.jpg,303,668,480,667
frame_0_00_05_814180.jpg,303,668,479,667
frame_0_00_05_847595.jpg,302,668,479,667
frame_0_00_05_881010.jpg,301,668,478,667
frame_0_00_05_914425.jpg,301,668,477,666
frame_0_00_05_947840.jpg,301,668,477,667
frame_0_00_05_981255.jpg,301,668,477,666
frame_0_00_06_014669.jpg,300,668,477,667
frame_0_00_06_048084.jpg,301,668,477,667
frame_0_00_06_081499.jpg,301,668,477,667
frame_0_00_06_114914.jpg,302,668,478,667
frame_0_00_06_148329.jpg,302,668,479,667
frame_0_00_06_181744.jpg,303,668,479,667
frame_0_00_06_215158.jpg,302,669,479,667
frame_0_00_06_248573.jpg,302,669,479,667
frame_0_00_06_281988.jpg,302,669,478,668
frame_0_00_06_315403.jpg,302,669,478,668
frame_0_00_06_348818.jpg,301,670,478,668
frame_0_00_06_382233.jpg,301,670,477,668
frame_0_00_06_415647.jpg,300,670,476,668
frame_0_00_06_449062.jpg,299,670,476,668
frame_0_00_06_482477.jpg,300,670,476,668
frame_0_00_06_515892.jpg,300,670,476,668
frame_0_00_06_549307.jpg,299,670,476,668
frame_0_00_06_582722.jpg,299,670,476,668
frame_0_00_06_616136.jpg,300,670,477,668
frame_0_00_06_649551.jpg,295,673,472,671
frame_0_00_06_682966.jpg,294,674,471,672
frame_0_00_06_716381.jpg,294,674,471,673
frame_0_00_06_749796.jpg,294,674,471,673
frame_0_00_06_783211.jpg,294,674,470,673
frame_0_00_06_816625.jpg,293,674,469,674
frame_0_00_06_850040.jpg,292,675,469,674
frame_0_00_06_883455.jpg,292,674,469,674
frame_0_00_06_916870.jpg,293,674,469,673
frame_0_00_06_950285.jpg,292,674,469,673
frame_0_00_06_983700.jpg,292,674,469,673
frame_0_00_07_017114.jpg,292,674,468,673
frame_0_00_07_050529.jpg,289,676,467,675
frame_0_00_07_083944.jpg,274,685,468,680
frame_0_00_07_117359.jpg,273,686,467,679
frame_0_00_07_150774.jpg,283,675,462,674
frame_0_00_07_184189.jpg,285,671,462,669
frame_0_00_07_217603.jpg,285,671,462,668
frame_0_00_07_251018.jpg,284,670,462,668
frame_0_00_07_284433.jpg,284,669,463,668
frame_0_00_07_317848.jpg,285,669,463,668
frame_0_00_07_351263.jpg,284,668,462,667
frame_0_00_07_384678.jpg,283,668,462,668
frame_0_00_07_418092.jpg,284,669,461,668
frame_0_00_07_451507.jpg,283,669,461,667
frame_0_00_07_484922.jpg,283,669,460,668
frame_0_00_07_518337.jpg,283,669,460,667
frame_0_00_07_551752.jpg,283,669,460,667
frame_0_00_07_585167.jpg,283,669,460,667
frame_0_00_07_618581.jpg,283,669,460,667
frame_0_00_07_651996.jpg,283,669,460,667
frame_0_00_07_685411.jpg,282,669,461,667
frame_0_00_07_718826.jpg,283,669,460,667
frame_0_00_07_752241.jpg,283,669,460,667
frame_0_00_07_785656.jpg,283,669,460,667
frame_0_00_07_819070.jpg,283,669,460,668
frame_0_00_07_852485.jpg,283,669,460,667
frame_0_00_07_885900.jpg,283,669,460,667
frame_0_00_07_919315.jpg,283,669,460,667
frame_0_00_07_952730.jpg,283,669,460,667
frame_0_00_07_986145.jpg,283,669,460,667
frame_0_00_08_019559.jpg,283,669,460,667
frame_0_00_08_052974.jpg,282,669,460,667
frame_0_00_08_086389.jpg,282,669,460,667
